Approved,ID
0,APPL80146029119
0,APPM80613619234
0,APPN70433746315
1,APPQ50809898611
1,APPR30401199701
0,APPT30401057907
0,APPU40338646029
0,APPV90359067103
0,APPW10851598244
0,APPX40611544343
1,APPZ50667726527
0,APPA60969495628
0,APPB10846839717
0,APPD70004475949
1,APPE10769524014
0,APPF20373584102
1,APPG80309102235
1,APPH70805423317
0,APPI30449607434
1,APPK40305944614
0,APPM80631303825
0,APPN30539354908
1,APPO30398314007
1,APPP10295059142
1,APPQ40182527233
0,APPR30592087313
1,APPS10451308445
0,APPT20436718504
0,APPV10000594728
1,APPW70591476837
0,APPX90545539932
1,APPZ20555868104
1,APPB50601165302
1,APPC20734091446
0,APPD30922661508
0,APPG30388623817
0,APPI50436511029
1,APPK40504961223
0,APPL10249834346
0,APPM10566295434
0,APPN20971698507
0,APPQ40557318821
0,APPR10411907921
0,APPS60110651012
1,APPT90980498131
0,APPU30110017218
0,APPW20800678439
0,APPY20781789607
1,APPA50891789808
0,APPB30105755939
0,APPC10078523014
0,APPD10297832113
0,APPF10931767336
1,APPG80133423412
1,APPH30423329507
0,APPI70671544622
0,APPJ70709397705
0,APPK30507806814
0,APPL20563609928
0,APPN60526055126
0,APPO60496324234
1,APPP90372528312
0,APPQ50563508447
1,APPR60834219523
0,APPS90066401613
1,APPT60413282714
0,APPU80357653811
1,APPV50558107929
1,APPW80305276026
0,APPX40140715111
1,APPY80579525228
0,APPA60414888433
1,APPB90587842501
1,APPC40254714615
0,APPD90427937716
0,APPE40482289843
1,APPF90606858947
1,APPG20179041024
1,APPH10099261128
1,APPI80998283208
0,APPJ50706714349
0,APPK60768689411
1,APPL60280043529
0,APPM30351953604
0,APPN40064845722
0,APPO80082812849
0,APPP40129305907
1,APPR70479248144
1,APPS30106692249
1,APPT70183535323
1,APPV30072491521
0,APPW90317034634
0,APPX10590833748
0,APPZ50321995912
0,APPC20846683233
0,APPD30035557339
0,APPE60995955439
1,APPF40348771514
0,APPG60525674638
1,APPI60914532813
1,APPJ50135705908
0,APPK80834239033
0,APPL30367787124
0,APPM50365154243
1,APPN60371739317
1,APPO90778031432
1,APPP10865119541
1,APPR60514036704
0,APPS30033507847
0,APPU80509074044
0,APPV50034531107
0,APPW70561238232
1,APPX20526775327
1,APPY20169747403
0,APPZ30470877547
1,APPA90185538648
0,APPB60274853705
1,APPC50411636801
1,APPD80328934945
0,APPE10454749046
0,APPF20010751138
1,APPG60276348205
1,APPH60664183321
0,APPL20765168747
1,APPM20147299813
1,APPN40249546913
0,APPO20189822007
0,APPP30921307109
0,APPQ30597277245
1,APPS30996555403
0,APPU10700307616
0,APPV60265399723
0,APPW70585071834
0,APPX70561392933
0,APPY40565011007
0,APPZ40098878108
0,APPA90060573227
1,APPB70442734319
0,APPC90770072447
1,APPD30486092544
0,APPE10311022607
0,APPF60631085717
0,APPH30090413902
1,APPI70634288016
0,APPJ90523144107
1,APPK90851579202
0,APPL50238334324
0,APPM40451325417
1,APPN90929804518
1,APPO60090588603
0,APPP10007148712
1,APPR30909888915
0,APPS20728482014
1,APPT90977075101
1,APPU70624065235
0,APPV80263885346
1,APPW30836935416
1,APPX10532151548
1,APPZ40286609738
0,APPB40188979941
1,APPC90796515024
0,APPD40803081115
0,APPE30694295241
0,APPG30216561448
0,APPI30712489617
1,APPJ10278243703
1,APPK80277621846
0,APPL80078362905
1,APPO60098103209
0,APPP60023927349
1,APPQ30612604402
0,APPS60320313627
0,APPT70534587715
0,APPU90780836829
1,APPV60622819917
1,APPW70434264005
0,APPX20729451101
1,APPY30046504231
0,APPZ80350479313
0,APPA80096183429
1,APPB70273443505
1,APPE50142203809
1,APPF10034408943
0,APPH90511677131
0,APPI30546095229
0,APPJ80416595345
1,APPK90285872443
0,APPL60953579512
0,APPM20644925619
0,APPN20225869714
1,APPP90991305913
1,APPQ70050552026
0,APPR60767582147
0,APPT70410545308
0,APPU10135235412
1,APPW10606832628
0,APPX60227485706
0,APPY90764876839
0,APPZ20628084928
1,APPA80547519048
1,APPB20703102133
1,APPC90727362248
1,APPD20670011304
0,APPE60844191408
1,APPF30948581526
0,APPG60202918616
0,APPH40712615721
0,APPI10123409842
0,APPL30082033114
1,APPO60813926409
0,APPQ80765126647
0,APPS30481303817
1,APPT50402483936
1,APPU40449068016
1,APPV90997847138
0,APPW30766041243
1,APPX50585681323
0,APPZ50469333546
0,APPA50959811611
0,APPB70963575742
0,APPC40538253839
1,APPD70917584927
0,APPE30737089003
0,APPF10850926136
1,APPG90248489235
1,APPH90860947347
1,APPI30734581444
1,APPJ70071568525
1,APPK30063345602
1,APPL90511325735
0,APPM40335888826
1,APPN40298397941
0,APPO80337469005
1,APPP30205342136
1,APPQ50283384214
1,APPR60598764318
0,APPS20640034406
0,APPT90434682534
1,APPU70260393644
1,APPV50716587732
1,APPW10401854821
1,APPX20748215949
1,APPY80151839018
1,APPZ20847918104
1,APPA40955069224
1,APPB90344945306
0,APPC50897719435
1,APPD50349215529
0,APPE70565133611
0,APPG50350411819
0,APPH20483931906
1,APPI50849415049
0,APPK20493991213
0,APPN50273626514
1,APPO30358993611
0,APPP50812246721
0,APPQ90569518805
1,APPT50959734121
1,APPU30391605237
0,APPV10348801322
1,APPW50845645427
0,APPX40979259506
1,APPY50204128621
0,APPA60880974809
0,APPB20886378947
1,APPC30956683003
1,APPE10435608217
1,APPF20103964341
1,APPG30196114449
0,APPH50862821513
0,APPI10377217633
1,APPJ40318634703
1,APPM50493632023
0,APPN70135738135
0,APPO30500359204
0,APPQ80619273444
1,APPR70171181506
0,APPU40937622821
0,APPV10152372903
1,APPW80854596047
0,APPX20730045102
0,APPY70095057223
0,APPA70723537417
0,APPB60633627527
0,APPC30478072638
0,APPD50010786702
0,APPE80613844816
1,APPF50610589929
1,APPG70204563004
1,APPH80422312114
0,APPJ90415776326
0,APPL90567985525
1,APPM80261604604
0,APPN10895363735
0,APPO20329016835
1,APPP70992643945
0,APPQ70988263029
0,APPR10955461104
0,APPS30719919248
1,APPT20588324318
0,APPV40049329532
1,APPW80397099634
0,APPX20702505723
1,APPY10029957813
0,APPZ80819366935
0,APPA90796576001
1,APPB70518925115
1,APPC40074048231
1,APPD20648321326
0,APPE90246258437
1,APPG70211933607
0,APPH60005159726
0,APPI30409973811
0,APPJ90195613931
0,APPK10530691012
1,APPL10671243123
0,APPM30057411226
0,APPN80382708322
0,APPO50017247431
1,APPP50761342522
0,APPQ40936455614
0,APPR20583127717
1,APPS30067286823
0,APPT90531986944
1,APPU90736089015
1,APPV40154339146
1,APPW30591601244
0,APPX30176348336
0,APPY30009488439
0,APPA30513853629
0,APPB40862724718
1,APPC80706361802
1,APPD80257174926
0,APPF90610127116
0,APPG50800894218
1,APPH10874683343
0,APPJ70086622521
1,APPK10506826628
0,APPL60670161709
1,APPM80727669838
0,APPN40027149928
1,APPO20698513007
1,APPP80784417128
0,APPQ30582873222
1,APPT20658552518
0,APPU50261418636
1,APPV90166599713
0,APPX50323665945
0,APPY40761804047
1,APPA30678622245
1,APPB70155594305
0,APPC20459579426
0,APPE40720565633
0,APPG80335981838
1,APPH70817208942
0,APPI80664442022
1,APPJ60923719128
0,APPK80835112207
0,APPL10258501346
0,APPM40486124431
0,APPN40934205501
1,APPO90348632645
0,APPP70738559708
0,APPQ20260307818
0,APPR10617393948
0,APPS50490061009
0,APPT20521426122
1,APPU40667541249
1,APPV70982889332
0,APPW70207344401
1,APPY20595005627
1,APPZ90679413746
1,APPA80968387846
1,APPB10181429936
1,APPC80319465017
0,APPD30224414106
1,APPE40675752239
0,APPF30598434318
1,APPG10909392412
1,APPI80807172627
1,APPJ40588579728
1,APPK40122794819
1,APPL70644406925
0,APPM50146629037
1,APPN50194037112
0,APPO80528504202
0,APPP90001136326
1,APPQ60363444432
1,APPR40192335533
1,APPS20313284631
1,APPU90008251826
0,APPV40963963905
1,APPW90895783007
0,APPY70272002231
1,APPZ70995862325
1,APPA60052579418
1,APPB30839934525
1,APPC80117963607
1,APPD60155065706
0,APPF60426588931
1,APPG20002638029
1,APPJ90399089306
1,APPK10673004441
1,APPL10291525522
1,APPN50643036726
0,APPO50384656809
1,APPP10197677918
1,APPR60433381148
0,APPS90460278201
1,APPT90453349315
0,APPV10856331511
1,APPW10346444622
0,APPX40003814744
1,APPY40607074836
0,APPZ20878753922
0,APPB90947953116
0,APPC30244653244
1,APPD20393274307
1,APPE30720169418
1,APPF80400365533
0,APPG50912211643
0,APPH90695628721
0,APPI60889013803
1,APPJ30530858912
1,APPK60115011038
0,APPL50504497148
1,APPN30899469318
0,APPO60576014441
0,APPP60395216522
0,APPR90095208714
0,APPS40247522839
1,APPT20878502936
1,APPU80990895012
1,APPX60546379341
1,APPY80212429406
0,APPZ30412063529
0,APPA60043101615
0,APPB40707677725
1,APPC90259188819
0,APPD10790684933
1,APPF80642261133
0,APPH60274315313
1,APPI30503523408
0,APPJ50037998522
0,APPK50376976645
1,APPL80033873724
1,APPM30928795827
0,APPN80074354911
0,APPO40869866045
0,APPP60223518132
0,APPR30862361307
0,APPS90992466418
0,APPT80530522524
0,APPU40105818634
0,APPV30295003703
1,APPX70803048934
1,APPY40448585045
0,APPZ70851473117
1,APPA20226245224
0,APPB80397858345
1,APPD40494675534
0,APPE10239389624
0,APPF80370161727
1,APPG20047527833
1,APPH10119488946
0,APPI30881803033
0,APPK60089998215
1,APPL90184636316
0,APPM80578506406
0,APPN40875063533
0,APPO60310607619
1,APPQ50251697807
0,APPR30583866905
1,APPT40009839105
1,APPU60500007217
0,APPV80507263336
1,APPX10204913528
1,APPY60398889635
0,APPC40648685035
0,APPF60322568333
0,APPG50372385406
1,APPH60763287527
0,APPI20724487638
0,APPJ70247368706
0,APPK80907917828
1,APPL10860241917
0,APPM70052327002
1,APPN70307834109
0,APPO90437674246
1,APPQ50874592435
1,APPR70129689508
1,APPS80600773649
1,APPT90981629731
0,APPU40295361806
1,APPV60299437907
1,APPW70728038023
1,APPX10516665117
1,APPY60643965246
0,APPZ30605972345
0,APPA10462798435
1,APPB30355581512
1,APPC10547586633
1,APPD30326204749
0,APPF20865309933
1,APPG80799062009
0,APPH90823905114
1,APPI90405604214
1,APPJ30541982333
0,APPK10394686427
0,APPL80299821536
0,APPO50580562845
0,APPR60582164106
0,APPS70081155228
1,APPT30845477337
1,APPU30980031412
1,APPV70464554521
1,APPX70389132712
1,APPA90840046026
1,APPB30964006113
0,APPC40548793239
0,APPF30363371528
0,APPG80320819611
1,APPI60804836831
1,APPJ50916503948
0,APPK70104158035
1,APPL90784267109
1,APPM60327772214
1,APPN50730574308
0,APPP10017517528
1,APPR60543802701
1,APPS50905623843
0,APPV80884919113
0,APPW60958408218
0,APPX50989172344
0,APPZ70223988524
0,APPA80126265634
0,APPB70148806716
0,APPD20210274913
0,APPF60247891103
1,APPG70781842233
1,APPH80949514333
1,APPI10292895401
0,APPJ40080942533
0,APPK70551488646
1,APPM60329923838
0,APPO90884124024
1,APPP70177506138
0,APPQ20329124207
0,APPR50010813324
0,APPS20472229428
1,APPT30003743534
0,APPU30761024625
1,APPV60440774719
1,APPW10802427848
1,APPX50847001901
0,APPY90597705025
0,APPA20178796211
1,APPB60968669303
0,APPC50713459422
0,APPD30017534507
0,APPE80754081602
0,APPG60440413843
0,APPK10479702245
1,APPL20754956313
0,APPM10216063412
1,APPN60622229526
1,APPO90527013648
0,APPP80662398735
0,APPQ50372915823
0,APPR80054558907
1,APPS40654445026
0,APPT30673148148
0,APPU50149699219
0,APPV60642722334
1,APPY50783877649
0,APPZ30417006702
0,APPB80039471925
1,APPC80399226017
1,APPE60500761238
1,APPF30442909319
0,APPG60792418401
0,APPH30850229543
1,APPJ20645523707
0,APPK40338347833
1,APPN80082502125
0,APPO10505658228
0,APPR80255496544
0,APPT10572952745
0,APPU20598092845
0,APPV90681978947
1,APPW70051742049
1,APPA20712823448
1,APPB10936759508
1,APPC90878353641
0,APPD40625665742
1,APPE60401478849
1,APPF10819225912
1,APPH60409321104
1,APPI40406169214
1,APPK70748566447
1,APPL80817915513
0,APPM20939483648
0,APPN40698099726
0,APPO40348743807
0,APPP50048656911
1,APPQ60415477022
0,APPR40366769123
0,APPS20684438241
0,APPT70167942303
0,APPU90150979438
0,APPV20841539501
0,APPW70091326638
0,APPX90732106746
0,APPY40530322831
1,APPB80234335131
0,APPC70998952234
0,APPD20330233349
0,APPE30465233427
0,APPG20987931624
1,APPH10434483737
0,APPI70725565825
0,APPJ10932151905
1,APPK80755971043
1,APPL20227248105
0,APPN30234861315
1,APPO40425986436
1,APPP30570536526
0,APPQ50623987613
1,APPR70615937709
0,APPS50709998824
1,APPT10481824943
0,APPV10805168102
0,APPW30713575209
0,APPX20786783312
0,APPZ20137229548
0,APPA10777598643
1,APPB10238193739
0,APPC60937831819
0,APPD40879787937
1,APPE10746511009
0,APPG70116873221
1,APPH60759359311
1,APPI80960371427
0,APPJ80266871524
1,APPL20217168732
0,APPM50253644839
1,APPN30566416936
1,APPQ60952678219
0,APPR20768147343
1,APPS80161471444
1,APPT10583047535
0,APPU70189189618
0,APPV40375251728
1,APPW10374351829
1,APPB80903716327
1,APPC10932919406
0,APPD10566895548
0,APPE10004344611
0,APPF30052459708
0,APPG10165103807
1,APPH60585308913
0,APPJ80169425132
1,APPN40133951514
0,APPO70825221623
1,APPP30515299733
0,APPQ30997938814
1,APPR70759005931
0,APPS60743807032
0,APPT40147771124
0,APPU10362081222
0,APPV10067092305
1,APPW60790703401
1,APPY50651214638
0,APPZ70000076728
1,APPA70071764828
0,APPB40101691906
0,APPC90630266002
0,APPD20458304139
0,APPE80937839246
0,APPF50996514326
1,APPG90824371441
1,APPI70777986624
0,APPK50842361847
0,APPL40333364925
1,APPM80217769016
0,APPN50153115116
0,APPO60741967222
0,APPQ20674162438
0,APPR30323619537
0,APPT90742429747
1,APPU30920193816
0,APPV70350917927
0,APPW10744084017
0,APPX30723225128
1,APPY40550372216
1,APPZ70245826322
0,APPA90867091418
1,APPC70283368632
1,APPD50833684742
1,APPE60005273829
0,APPG40455243027
0,APPI70435364248
0,APPJ30501483332
0,APPL60733333536
0,APPM20270476616
0,APPN10684433747
0,APPO70926967834
0,APPP60165679917
1,APPQ50887815015
0,APPR40058092125
1,APPW20894596606
0,APPX90914304715
1,APPY50726728828
1,APPA10931003041
1,APPB10118714127
0,APPC30649851207
0,APPD90790279316
0,APPE90691725437
1,APPF80579709522
0,APPG20387756634
1,APPH70209197706
1,APPI80531795819
1,APPJ20271814927
0,APPK90259624022
1,APPL70881987122
0,APPN40699372329
0,APPO90692315409
0,APPP70024216526
0,APPQ60150322626
0,APPT30397619913
1,APPV80410869104
0,APPW90423249212
0,APPX30533682307
0,APPA60820075625
0,APPC30532981847
0,APPD30991138931
0,APPE30194971042
1,APPF10274725112
0,APPG30691021234
0,APPI90330603413
0,APPJ80873022511
1,APPK80882144635
0,APPL40787854714
0,APPM60951016813
1,APPN40097556905
0,APPO10048856018
1,APPP50313364116
1,APPQ60685702209
1,APPR80769057303
1,APPS60484582421
1,APPT20265944515
1,APPU60698452634
0,APPV90553844741
1,APPX10454026929
0,APPY60221154038
1,APPZ50692271143
0,APPA20487807241
1,APPB90138388316
1,APPC20367071415
1,APPD70372848523
1,APPF90375456744
1,APPG90926318847
0,APPH90191933949
1,APPI40737416014
0,APPJ70299065141
1,APPK10841912208
1,APPL90147466323
0,APPM70247604438
1,APPN20640417538
1,APPO30530834604
0,APPP30423983718
0,APPQ80798251818
0,APPR10050199928
0,APPS70052521004
0,APPT90159132109
0,APPV30747689323
1,APPW80366833422
0,APPX30462776511
1,APPY20350177606
1,APPZ50294623747
0,APPC10986152021
1,APPD70632785141
0,APPE20816728241
1,APPF60995928321
0,APPG50879221403
0,APPH90417584529
0,APPI40907214607
1,APPJ70157178721
0,APPK40869096846
1,APPL10081417904
0,APPN40646297128
0,APPO70952793216
0,APPP60824612325
0,APPQ30121411448
0,APPR40989308546
0,APPS60722964622
0,APPT20561353727
0,APPU60321385829
1,APPV60109444902
0,APPW20920728019
0,APPX60124189142
1,APPY90458773213
0,APPZ20029354319
0,APPA90083961436
0,APPB10565448515
0,APPC50637162604
1,APPD60752705736
0,APPE70236124833
1,APPF50119817927
1,APPG20678003028
1,APPH70745494135
0,APPI30585942205
0,APPM10928848635
1,APPO60506316827
1,APPP60556013938
0,APPQ60929743047
0,APPR40538565133
1,APPT60829242333
0,APPV60867466529
0,APPW60231929623
0,APPY20169499802
0,APPZ50739542935
1,APPA10681882037
1,APPB70549594106
0,APPC30982809211
1,APPD90642252321
0,APPF70156602511
0,APPG70335609647
0,APPH90870618723
0,APPI80106741831
0,APPJ20012529941
0,APPL20167225111
0,APPM10759302219
1,APPN70255623326
0,APPO70269577438
1,APPP60634366545
0,APPQ50928393614
0,APPS20978654816
0,APPU80436993019
0,APPV50525543136
1,APPW50398116244
1,APPX90495375319
0,APPY60585141416
0,APPZ50694328547
0,APPA90489846643
0,APPB30699241717
1,APPC90637488816
0,APPE60048886049
0,APPF80192962146
0,APPG30065449218
0,APPH20361708347
0,APPI70754428424
1,APPK40737685636
1,APPL80249532709
0,APPN40932943902
1,APPO10003576013
0,APPP40474885137
0,APPQ50832706228
0,APPS10546691425
1,APPT90354757547
0,APPV60539348703
1,APPX20682523924
1,APPY80212868048
1,APPZ20244268138
0,APPA60288191215
0,APPB30500205306
0,APPC20403304405
1,APPD70239142549
0,APPE70488268602
0,APPF50378653703
1,APPG60630965843
0,APPH80623257947
1,APPI80722124022
1,APPJ80355264132
1,APPL20933487326
1,APPM70429835437
0,APPN60323728548
1,APPO50805109608
1,APPP10313563738
1,APPQ40842695844
0,APPR50599733908
1,APPS30946031023
1,APPY50372219626
0,APPZ10320089749
1,APPA90807458849
1,APPB70891739949
0,APPC90760358018
1,APPD90243791132
1,APPE40932823206
0,APPF50504207306
1,APPG30109796435
0,APPH30675933531
0,APPL70152373911
1,APPM10382775004
0,APPN60964684104
1,APPO60202292234
0,APPP50250817303
0,APPQ70523261433
0,APPS80959976642
1,APPU80713413818
1,APPW40319096039
0,APPZ10502356327
1,APPB90654973531
0,APPC20629386648
0,APPE90533311834
0,APPF50669916947
0,APPG70322272015
0,APPH90838741118
0,APPI20067877211
0,APPJ10851447308
0,APPK90633468413
1,APPL80101931549
1,APPM90342125645
1,APPN20424832712
1,APPO50960889827
1,APPP10240177948
0,APPQ30579843012
1,APPS70411532246
1,APPT10957011306
1,APPW40262126641
1,APPX20120739716
1,APPY50051752802
1,APPZ20372657937
1,APPB80521245119
1,APPC10741377204
1,APPD60798335335
1,APPE60685956406
0,APPF40533581504
0,APPH40139475731
1,APPJ10223129945
1,APPL50284303141
0,APPM20093438246
0,APPN10332852327
1,APPO40334819408
1,APPP20558884535
0,APPQ40485957607
0,APPR80465143721
1,APPS80919762845
1,APPT10950601941
1,APPU90309821012
1,APPW50658621231
0,APPX20670092345
0,APPZ50473883517
0,APPA80541252615
1,APPB30459814728
0,APPC80741275842
0,APPD30437014907
1,APPF20860122101
0,APPH60834723311
0,APPJ50754958542
0,APPK10227833623
1,APPL30719293733
0,APPM20085969803
0,APPN80769386901
0,APPP90420519147
0,APPQ20596664216
0,APPR60939583343
0,APPS40709126414
1,APPU40347507609
1,APPV70257863724
0,APPW60132515813
1,APPX70691112932
1,APPY80264898005
0,APPZ90643363143
1,APPA70941909236
1,APPB60036583321
0,APPC20207981408
0,APPD10434883533
1,APPE80681917608
0,APPF90423312714
0,APPH70861745902
0,APPI60319277044
0,APPJ30544699136
0,APPK30137718235
0,APPL50761405346
0,APPN90653645538
0,APPP10529063715
0,APPQ30714543832
1,APPS50267629002
0,APPU40440203245
1,APPW70238907412
1,APPX20714187506
1,APPY80858389611
1,APPZ50910225729
1,APPA90667068833
0,APPC40796776035
0,APPE90712087235
0,APPF50159391317
1,APPG90546419441
0,APPH80013186531
1,APPI60822984626
0,APPJ70271584711
0,APPM70036189049
1,APPN50916046111
1,APPO60479417206
0,APPP50548391302
1,APPQ80541463418
1,APPR70652507531
0,APPS10125747648
0,APPU70849655828
0,APPV70315341933
1,APPW90379467048
0,APPX30675555101
0,APPZ20161974334
0,APPA10309729432
1,APPC70854563625
0,APPD70057425728
0,APPE30678854842
1,APPF50419654927
1,APPH70678909148
1,APPI80161406222
0,APPJ40424264319
1,APPK60260422408
1,APPL20229473541
0,APPM40901559624
0,APPN50188805708
0,APPO30009358804
0,APPP90217318914
1,APPQ20484808003
1,APPR80001651121
1,APPS80623728207
0,APPT70192861324
1,APPU30218753427
0,APPV40272556532
0,APPW80349365649
0,APPY40004994845
0,APPZ20732156946
0,APPA80118247035
0,APPB50244565104
0,APPC90633044241
0,APPD70659151319
0,APPE80144026404
0,APPF50796487537
0,APPG30696743624
1,APPH30388697735
0,APPJ50922805909
0,APPK90616245036
1,APPL20930315147
0,APPM70660984242
1,APPN10040373305
0,APPP20308143511
0,APPQ90225366634
0,APPR90531959712
0,APPS60918247846
0,APPT50548728906
0,APPU90329174045
0,APPW20893129229
0,APPX70294225339
1,APPA30578552602
0,APPB30076127714
1,APPC30785718819
0,APPE80143545033
0,APPF60388826128
0,APPG40801843225
1,APPH60073234307
0,APPI40320262429
0,APPJ20153381549
1,APPK90419833626
0,APPL10094155704
0,APPM30047954824
0,APPN90394885929
0,APPO60253074013
0,APPP70634232127
1,APPQ80736176212
0,APPT60459314514
1,APPV90090038715
1,APPW20048625814
0,APPX80169733912
0,APPY80087394045
0,APPZ20893761127
0,APPA20369584212
1,APPD10734123522
1,APPE60713766621
1,APPF10422156712
0,APPG30844681844
1,APPH80426214937
1,APPI40617655025
0,APPJ50174226132
1,APPK40755901225
0,APPL80957539314
1,APPM30570774437
0,APPN60966936541
0,APPO60177843607
0,APPP80204912718
0,APPS10804922043
0,APPT30422926122
0,APPU10964758244
1,APPW40681186419
1,APPX60954616512
0,APPZ60767777709
1,APPB30398293946
0,APPC40642001014
0,APPD50988876107
0,APPE80467903221
0,APPG90093605422
1,APPH70480484534
0,APPK40001849841
1,APPL90620381941
1,APPM60373514011
1,APPN40752531128
0,APPO40004751234
1,APPQ40720875401
0,APPR60974252548
1,APPS70914793649
1,APPT50167074714
0,APPV40727017901
0,APPW60008038021
0,APPX70334546138
0,APPY80854871244
0,APPA10128888426
0,APPC60469274641
1,APPE70482589825
1,APPF10558718901
0,APPH20688334142
1,APPI50937544228
0,APPJ30529298334
0,APPK90072472429
1,APPL50296279546
1,APPM10417925643
0,APPN80120262744
1,APPO70202537836
0,APPQ70193072011
1,APPS40867733221
0,APPU80501203405
0,APPX50957632717
0,APPZ20480426944
1,APPA90985718001
1,APPB50335227107
1,APPC70616158232
1,APPE30261411446
0,APPF90408242532
0,APPG30383758622
1,APPH80403419725
1,APPI90301682833
0,APPJ20681585935
0,APPK80821038029
1,APPL30578772103
0,APPM60586177225
0,APPO50741905443
1,APPP70463186523
0,APPQ80683451622
0,APPR60094883743
0,APPS80578966842
0,APPT90884949916
0,APPU30068719003
0,APPV40210164119
1,APPW90278338233
1,APPX10360848327
1,APPZ90735486545
1,APPA90267466614
0,APPB10956714749
0,APPD50160068916
0,APPE80678081033
0,APPF60809263133
1,APPG70706239207
0,APPI90049076439
0,APPJ70644193514
0,APPL20554775722
0,APPM10564814817
0,APPP10580552105
0,APPQ30374757243
0,APPR40967307306
1,APPS50154351402
1,APPT30216232505
0,APPV30926488706
0,APPW80600875804
0,APPX40577402902
1,APPY80643802029
0,APPZ40080779131
1,APPA20800312207
0,APPD20152237536
0,APPE30362384636
1,APPF40194538717
1,APPG90110003803
1,APPH50119821923
0,APPI80323391021
0,APPL30388493321
1,APPM90157181417
1,APPN50852681541
0,APPO40956111623
1,APPP60585412702
1,APPQ50683675834
1,APPR70260361907
0,APPS30711161042
0,APPT30206021143
1,APPU10159035243
1,APPV60030721316
1,APPW60540548413
1,APPX20632691511
1,APPZ20384519721
1,APPA80597864818
0,APPB90669821918
0,APPC60096296037
0,APPD50016984111
0,APPF80053883336
0,APPH20624654538
1,APPI80664661636
1,APPJ40537593705
1,APPK60600269849
0,APPL60216101928
0,APPM80185348025
1,APPN10303238134
1,APPP80272732314
1,APPR20663101548
0,APPT60233147748
1,APPU80831491838
1,APPW20531564003
0,APPX30199355127
0,APPY20129086209
0,APPZ10967414301
0,APPA10854977417
0,APPB40426848506
0,APPC20790644644
